conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,computerwetenschapper,released,IT researcher | computer scientist | ICT researcher,"Computerwetenschappers verrichten onderzoek op het gebied van computer- en informatiewetenschappen met het oog op het vergroten van de kennis van en het inzicht in fundamentele aspecten van ICT-fenomenen. Zij schrijven onderzoeksrapporten en -voorstellen. Computerwetenschappers bedenken en ontwerpen ook nieuwe benaderingen op computertechnologie, zoeken innovatieve toepassingen voor bestaande technologie en studies en lossen complexe computerproblemen op.",http://data.europa.eu/esco/isco/C2511,Systeemanalisten
Occupation,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,wetenschappelijk onderzoeker milieubescherming,released,milieudeskundige | verantwoordelijke milieubescherming | wetenschappelijk onderzoekster milieukunde | milieuconsulente | wetenschappelijk onderzoekster milieubescherming | wetenschappelijk onderzoeker milieukunde | milieubeheerder | milieuconsulent,"Wetenschappelijk onderzoekers op het gebied van milieubescherming beheren de kwaliteit van specifieke bossen, parken en andere natuurlijke hulpbronnen. Zij beschermen de habitat van in het wild levende dieren en planten, de biodiversiteit, de landschappelijke waarde en andere kenmerken van reservaten en natuurgebieden. Wetenschappelijk onderzoekers op het gebied van milieubescherming voeren veldwerk uit.",http://data.europa.eu/esco/isco/C2133,Milieudeskundigen
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,docent chemie hoger onderwijs,released,lector scheikunde | lector chemie | docent scheikunde hoger onderwijs | docente chemie hoger onderwijs | docente scheikunde hoger onderwijs,"Docenten op het gebied van chemie zijn docenten, docenten of docenten die de studenten die een diploma hoger secundair onderwijs hebben behaald, instrueren in hun eigen gespecialiseerde studiegebied, scheikunde, die overwegend academisch van aard is. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het leiden van laboratoriumpraktijken, het sorteren van papiersoorten en examens, en voor het leiden van toetsings- en feedbacksessies voor de studenten. Zij verrichten ook academisch onderzoek op het gebied van chemie, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,docent ingenieurswetenschappen hoger onderwijs,released,lector ingenieurswetenschappen | docent civiele techniek hoger onderwijs | docente ingenieurswetenschappen hoger onderwijs | lector civiele techniek | docente civiele techniek hoger onderwijs,"Docenten, docenten en docenten die een diploma hoger middelbaar onderwijs hebben behaald op hun gespecialiseerde studiegebied, engineering, die overwegend academisch van aard is, zijn onderworpen aan de ingenieursopleiding. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten voor het voorbereiden van lezingen en examens, voor het leiden van laboratoriumpraktijken, het sorteren van papiersoorten en examens, en voor het leiden van toetsings- en feedbacksessies voor de studenten. Zij voeren ook academisch onderzoek uit op hun gebied van engineering, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,bioloog,released,bacterioloog | botanicus | biotechnoloog | biotechnologe | ornitholoog | parasitoloog | entomoloog | ichtyoloog | herpetoloog | taxonoom | vogelkundige | biologisch onderzoekswetenschapper | taxonome | herpetologe | parasitologe | biologe | mycoloog | bacteriologe | plantenfysioloog | wetenschappelijk onderzoekster zoölogie | wetenschappelijk onderzoeker mycologie | mammaloge | lepidopterist | hydrobiologe | wetenschappelijk onderzoekster mycologie | klinisch bioloog | dierkundige | vlinderkundige | wildbiologe | plantenfysiologe | wetenschappelijk onderzoeker biologie | hydrobioloog | vogelkenner | plantpathologe | zoöloog | zoogdierkundige | ornithologe | vegetatiekundige | wetenschappelijk onderzoeker zoölogie | insectenkundige | microbioloog | botanist | nematologe | wildbioloog | ecoloog | mammaloog | insectologe | biologisch onderzoekswetenschapster | research analist zoölogie | plantpatholoog | wetenschappelijk onderzoekster biologie | zoöloge | visdeskundige | entomologe | ichtyologe | dierenarts-bioloog | plantkundige | microbiologe | nematoloog | insectoloog | ecologe | mycologe | klinisch biologe,"Biologen bestuderen levende organismen en leven in breder verband in combinatie met de omgeving. Door middel van onderzoek trachten zij uitleg te geven over de functionele mechanismen, interacties en evolutie van organismen.",http://data.europa.eu/esco/isco/C2131,"Biologen, botanici, zoölogen e.d."
Occupation,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,wetenschappelijk onderzoeker taal- en literatuurwetenschap,released,literatuurwetenschapper,"Wetenschappelijk onderzoekers taal- en literatuurwetenschap onderzoeken literaire werken, literatuurgeschiedenis, genres en literatuurkritiek om de werken en de omringende aspecten in een passende context te beoordelen en te komen tot onderzoeksresultaten over specifieke onderwerpen op het gebied van literatuur.",http://data.europa.eu/esco/isco/C2641,Auteurs e.d.
Occupation,http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1,ingenieur biochemie,released,biochemisch analist | research analist biochemie | laboratoriumingenieur biochemie | bio-ingenieur | biochemicus | biochemisch ingenieur in de industrie | biochemisch ingenieur,"Biochemisch ingenieurs doen onderzoek op het gebied van de biowetenschappen en streven daarbij naar nieuwe ontdekkingen. Zij zetten deze bevindingen om in chemische oplossingen die het welzijn van de maatschappij kunnen verbeteren, zoals vaccins, weefselherstel, verbetering van gewassen en groene technologieën, zoals schonere brandstoffen uit natuurlijke hulpbronnen.",http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,chemisch ingenieur
Occupation,http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a,metroloog,released,expert-metrologe | astro-metroloog | expert-metroloog | metrologe | astro-metrologe,"Metrologen bestuderen en beoefenen de meetwetenschap. Zij ontwikkelen hoeveelheidssystemen, meeteenheden en meetmethoden voor gebruik in de wetenschap. Metrologen stellen nieuwe methoden en instrumenten vast om informatie te kwantificeren en beter te begrijpen.",http://data.europa.eu/esco/isco/C2112,Meteorologen
Occupation,http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,docent klassieke talen hoger onderwijs,released,docente Latijn en Grieks hoger onderwijs | lector Oudgrieks | docente klassieke talen hoger onderwijs | lector Latijn | docent Latijn en Grieks hoger onderwijs | docent Latijn hoger onderwijs | lector Latijn en Grieks | docente Latijn hoger onderwijs | docent Oudgrieks hoger onderwijs | lector klassieke talen | docente Oudgrieks hoger onderwijs,"Docenten van klassieke talen zijn docenten, docenten of docenten die les geven aan studenten die een diploma hoger middelbaar onderwijs hebben behaald in hun eigen gespecialiseerde studiegebied, klassieke talen, die overwegend academisch van aard zijn. Zij werken samen met hun universitaire onderzoeksassistenten en universitaire onderwijsassistenten bij het voorbereiden van colleges en examens, voor het sorteren van papiersoorten en examens en voor het leiden van de controle en het geven van feedback over de studenten. Zij voeren ook academisch onderzoek uit op hun respectieve gebied van de klassieke talen, publiceren hun bevindingen en onderhouden contacten met andere universiteitsmedewerkers.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,docent hoger onderwijs
Occupation,http://data.europa.eu/esco/occupation/ff656b3a-65a8-4b4f-b04e-9db12936519b,demograaf,released,wetenschappelijk onderzoekster demografie | demografe | onderzoekster demografie | onderzoeker demografie | wetenschappelijk onderzoeker demografie,"Demografen bestuderen diverse parameters met betrekking tot de populatie. Zij ontwikkelen, op basis van hun waarnemingen, statistische analyses van de ontwikkelingen en veranderingen in geboorten, ouderen, huwelijken en scheidingen, werkgelegenheid, sterfte, immigratie en aanverwante zaken.",http://data.europa.eu/esco/isco/C2120,"Wiskundigen, actuarissen en statistici"
